Tree ID,Name,Oxygen_Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2)
12708,Prunus cerasifera,19,6,1.8,4,12.6
12709,Prunus cerasifera,17.8,8,2.4,4,12.6
12710,Cercis siliquastrum,2.3,3,0.9,1,0.8
12711,Cercis siliquastrum,2.3,3,0.9,1,0.8
12712,Cercis siliquastrum,2.3,3,0.9,1,0.8
12713,Cedrus deodara,49.4,18,5.4,11,95
12714,Cedrus atlantica,32.8,18,5.4,6,28.3
12715,Cedrus atlantica,32.8,18,5.4,6,28.3
12716,Cedrus atlantica,32.8,18,5.4,6,28.3
12717,Cedrus atlantica,33.3,21,6.3,6,28.3
12718,Betula pendula,19.3,6,1.8,3,7.1
12719,Betula pendula,7.1,4,1.2,3,7.1
12720,Betula pendula,7.1,4,1.2,3,7.1
12721,Betula pendula,7.1,4,1.2,3,7.1
12722,Betula pendula,18.2,4,1.2,3,7.1
12723,Betula pendula,25,5,1.5,8,50.3
12724,Acer campestre,10.7,7,2.1,7,38.5
12725,Tilia cordata,5.1,5,1.5,4,12.6
12726,Acer negundo,18.4,5,1.5,8,50.3
12728,Cedrus atlantica,33.3,21,6.3,6,28.3
12729,Cedrus atlantica,33.3,21,6.3,6,28.3
12730,Cedrus atlantica,33.3,21,6.3,6,28.3
12731,Cedrus atlantica,33.3,21,6.3,6,28.3
12732,Prunus cerasifera,12.5,5,1.5,3,7.1
12733,Prunus cerasifera,16.9,5,1.5,5,19.6
12734,Prunus cerasifera,18.8,5,1.5,5,19.6
12735,Cercis siliquastrum,2.3,3,0.9,1,0.8
12736,Prunus cerasifera,18.8,5,1.5,5,19.6
12737,Prunus cerasifera,8.5,3,0.9,4,12.6
12738,Acer campestre,1.9,13,3.9,7,38.5
12739,Acer campestre,7.4,6,1.8,3,7.1
12740,Cercis siliquastrum,2.3,3,0.9,1,0.8
12741,Prunus cerasifera,19.7,6,1.8,3,7.1
12742,Cercis siliquastrum,2.3,3,0.9,1,0.8
12743,Prunus cerasifera,19,6,1.8,5,19.6
12744,Cercis siliquastrum,2.3,3,0.9,1,0.8
12745,Prunus cerasifera,19,6,1.8,5,19.6
12746,Prunus cerasifera,18.8,6,1.8,3,7.1
12747,Cedrus deodara,42.1,15,4.5,7,38.5
12748,Cedrus deodara,36.4,19,5.7,5,19.6
12749,Cedrus deodara,36.8,21,6.3,5,19.6
12750,Cedrus deodara,58.1,25,7.5,11,95
12751,Tilia cordata,45,19,5.7,11,95
12752,Tilia cordata,45,19,5.7,11,95
12753,Tilia cordata,45,19,5.7,11,95
12754,Carpinus betulus,16.2,8,2.4,8,50.3
12755,Carpinus betulus,7.9,5,1.5,2,3.1
12756,Carpinus betulus,4.7,8,2.4,8,50.3
12757,Carpinus betulus,4.7,8,2.4,8,50.3
12758,Thuja orientalis,13.9,5,1.5,5,19.6
12759,Ginkgo biloba,9.699999999999999,10,3,9,63.6
12760,Alnus,3.6,6,1.8,3,7.1
12761,Alnus,4.5,6,1.8,3,7.1
12762,Pyrus calleryana,5,6,1.8,2.5,4.9
12763,Pyrus calleryana,5,6,1.8,2.5,4.9
12764,Alnus,3.6,6,1.8,3,7.1
12765,Alnus,2.7,5,1.5,3,7.1
12766,Alnus,4.2,6,1.8,4.5,15.9
12767,Alnus,4.2,6,1.8,4,12.6
12768,Sorbus aucuparia,2,6,1.8,2,3.1
12769,Sorbus aucuparia,3.2,6,1.8,3,7.1
12770,Alnus,1.5,4,1.2,1,0.8
12771,Pyrus calleryana,3.3,5,1.5,2,3.1
12772,Alnus,3.6,6,1.8,2.5,4.9
12773,Pyrus calleryana,5,5,1.5,2,3.1
12774,Sorbus aucuparia,3.2,4,1.2,3,7.1
12775,Alnus,4.5,6,1.8,4,12.6
12776,Acer pseudoplatanus,5,6,1.8,3,7.1
12777,Pyrus calleryana,5,5,1.5,2,3.1
12778,Alnus,5.1,6,1.8,4,12.6
12779,Pyrus calleryana,5,5,1.5,2,3.1
12780,Pyrus calleryana,5,5,1.5,2,3.1
12781,Betula,1.9,4,1.2,2.5,4.9
12782,Betula,1.9,4,1.2,2.5,4.9
12783,Betula,2.6,4,1.2,2.5,4.9
12784,Betula,2.6,4,1.2,2.5,4.9
12785,Fagus sylvatica,4.3,4,1.2,4,12.6
12786,Betula,2.6,4,1.2,2.5,4.9
12787,Acer pseudoplatanus,3.5,6,1.8,3,7.1
12788,Betula,1.9,3,0.9,2.5,4.9
12789,Betula,1.9,3,0.9,2.5,4.9
12790,Acer pseudoplatanus,5,6,1.8,3,7.1
12791,Betula,17.5,3,0.9,2,3.1
12792,Betula,1.3,2.5,0.8,2,3.1
12793,Pyrus calleryana,3.9,5,1.5,2.5,4.9
12794,Betula,5.2,5,1.5,2.5,4.9
12795,Betula,1.9,4,1.2,2.5,4.9
12796,Fagus sylvatica,4.3,5,1.5,4,12.6
12797,Betula,1.9,3,0.9,2.5,4.9
12798,Pyrus calleryana,5,6,1.8,2.5,4.9
12799,Betula,1.9,3,0.9,2.5,4.9
12800,Betula,1.3,3,0.9,2.5,4.9
12801,Betula,1.9,3,0.9,2,3.1
12802,Betula,1.9,3,0.9,2,3.1
12803,Betula,1.9,4,1.2,2,3.1
12804,Acer pseudoplatanus,1.7,5,1.5,2,3.1
12805,Acer pseudoplatanus,1.7,4.5,1.3,2,3.1
12806,Acer pseudoplatanus,2.1,4.5,1.3,2,3.1
12807,Alnus,3.6,6,1.8,3,7.1
12808,Alnus,3.6,6,1.8,3,7.1
12809,Alnus,3.6,6,1.8,2.5,4.9
12810,Betula,1.3,4,1.2,2.5,4.9
12811,Betula,1.9,3,0.9,2.5,4.9
12812,Fagus sylvatica,4.3,4,1.2,4,12.6
12813,Aesculus hippocastanum,46.5,8,2.4,5,19.6
12814,Pinus nigra,19.7,9,2.7,4,12.6
12815,Pinus nigra,8,9,2.7,4,12.6
12816,Celtis australis,4.7,12,3.6,12,113.1
12817,Carpinus betulus,16.2,6,1.8,5,19.6
12818,Carpinus betulus,16.2,6,1.8,5,19.6
12819,Carpinus betulus,9.199999999999999,6,1.8,5,19.6
12820,Ligustrum lucidum,11,5,1.5,3,7.1
12821,Celtis australis,1.4,4,1.2,2,3.1
12822,Celtis australis,1.4,4,1.2,2,3.1
12823,Ligustrum lucidum,14.3,7,2.1,4,12.6
12824,Ulmus glabra,32,7,2.1,5,19.6
12825,Ulmus glabra,23.8,6,1.8,3,7.1
12826,Celtis australis,3.5,6,1.8,2,3.1
12827,Celtis australis,5.8,9,2.7,8,50.3
12828,Celtis australis,3.4,6,1.8,2,3.1
12829,Ligustrum lucidum,14.3,7,2.1,4,12.6
12830,Celtis australis,5.1,8,2.4,6,28.3
12831,Celtis australis,5.1,8,2.4,6,28.3
12832,Celtis australis,3.2,8,2.4,3,7.1
12833,Celtis australis,2.8,6,1.8,3,7.1
12834,Pinus nigra,15.6,15,4.5,4,12.6
12835,Celtis australis,5.3,6,1.8,6,28.3
12836,Pterocarya rhoifolia,38.8,6,1.8,4,12.6
12837,Ligustrum lucidum,12,7,2.1,4,12.6
12838,Celtis australis,2.5,6,1.8,3,7.1
12839,Celtis australis,3.3,8,2.4,3,7.1
12840,Celtis australis,3.4,8,2.4,3,7.1
12841,Celtis australis,4.8,10,3,6,28.3
12842,Celtis australis,4.8,10,3,6,28.3
12843,Morus alba,16.6,8,2.4,6,28.3
12844,Celtis australis,3.4,8,2.4,4,12.6
12845,Morus alba,16.6,8,2.4,6,28.3
12846,Cupressus lusitanica,31.3,14,4.2,3,7.1
12847,Celtis australis,5.8,13,3.9,4,12.6
12848,Aesculus hippocastanum,52.5,8,2.4,5,19.6
12849,Populus nigra,77.5,19,5.7,12,113.1
12850,Taxus baccata,18.9,6,1.8,5,19.6
12851,Taxus baccata,16,7,2.1,5,19.6
12852,Cupressus lusitanica,36.6,10,3,3,7.1
12853,Pseudotsuga menziesii,10.9,15,4.5,5,19.6
12854,Picea pungens,18.2,15,4.5,5,19.6
12855,Celtis australis,5.8,13,3.9,17,227
12856,Pterocarya rhoifolia,27.7,6,1.8,9,63.6
12857,Aesculus hippocastanum,72.5,12,3.6,9,63.6
12858,Aesculus hippocastanum,28.7,10,3,4,12.6
12859,Aesculus hippocastanum,33.7,10,3,4,12.6
12860,Aesculus hippocastanum,26.7,10,3,4,12.6
12861,Aesculus hippocastanum,50.5,10,3,4,12.6
12862,Aesculus hippocastanum,50.5,10,3,6,28.3
12863,Aesculus hippocastanum,59,10,3,7,38.5
12864,Aesculus hippocastanum,54.1,10,3,7,38.5
12865,Aesculus hippocastanum,54.1,10,3,7,38.5
12866,Aesculus hippocastanum,44.6,10,3,7,38.5
12867,Aesculus hippocastanum,26.3,7,2.1,4,12.6
12868,Aesculus hippocastanum,36.3,7,2.1,4,12.6
12869,Aesculus hippocastanum,57,12,3.6,6,28.3
12870,Aesculus hippocastanum,39.9,9,2.7,4,12.6
12871,Aesculus hippocastanum,32.5,9,2.7,3,7.1
12872,Aesculus hippocastanum,39.4,12,3.6,5,19.6
12873,Aesculus hippocastanum,47.9,9,2.7,9,63.6
12874,Aesculus hippocastanum,44.4,9,2.7,4,12.6
12875,Aesculus hippocastanum,60.1,9,2.7,9,63.6
12876,Aesculus hippocastanum,15,7,2.1,3,7.1
12877,Sophora japonica,6.9,3,0.9,3,7.1
12878,Aesculus hippocastanum,46,15,4.5,12,113.1
12879,Tilia x europaea,79.09999999999999,8,2.4,9,63.6
12880,Sophora japonica,10.9,6,1.8,4,12.6
12881,Sorbus thuringiaca,5.5,3,0.9,1,0.8
12882,Pinus pinaster,18.3,8,2.4,4,12.6
12883,Cedrus deodara,38.1,21,6.3,8,50.3
12884,Cedrus deodara,38.1,21,6.3,8,50.3
12885,Cedrus deodara,50.1,21,6.3,8,50.3
12886,Cedrus deodara,54.8,23,6.9,8,50.3
12887,Robinia pseudoacacia,31.4,11,3.3,6,28.3
12888,Robinia pseudoacacia,56.7,11,3.3,7,38.5
12889,Pinus pinaster,12.6,8,2.4,4,12.6
12890,Pinus pinaster,14.9,8,2.4,6,28.3
12891,Robinia pseudoacacia,44,11,3.3,6,28.3
12892,Cedrus deodara,54.3,25,7.5,8,50.3
12893,Sorbus torminalis,0.8,6,1.8,12,113.1
12894,Ginkgo biloba,17.2,16,4.8,8,50.3
12895,Picea abies,17.1,18,5.4,6,28.3
12896,Catalpa bignonioides,17.4,6,1.8,12,113.1
12897,Cedrus deodara,51.1,25,7.5,6,28.3
12898,Cedrus deodara,38.1,21,6.3,5,19.6
12899,Cedrus deodara,21.8,26,7.8,18,254.5
12900,Cedrus atlantica,38.8,23,6.9,9,63.6
12901,Pinus cembra,16.5,9,2.7,7,38.5
12902,Picea abies,17.1,22,6.6,6,28.3
12903,Ginkgo biloba,17.2,18,5.4,8,50.3
12904,Cedrus deodara,54.1,24,7.2,12,113.1
12905,Sophora japonica,10.9,6,1.8,12,113.1
12906,Sophora japonica,11.5,6,1.8,12,113.1
12907,Robinia pseudoacacia,44,13,3.9,7,38.5
12909,Pseudotsuga menziesii,10.2,17,5.1,6,28.3
12910,Robinia pseudoacacia,17.3,13,3.9,7,38.5
12911,Populus nigra,73.2,20,6,10,78.5
12912,Tilia,10,5,1.5,2,3.1
12913,Malus floribunda,2.4,3,0.9,1,0.8
12914,Picea abies,15.9,20,6,3,7.1
12915,Picea abies,15.9,20,6,4,12.6
12916,Celtis australis,3.5,15,4.5,8,50.3
12917,Cupressus,29.5,6,1.8,3,7.1
12918,Ligustrum,5.9,8,2.4,5,19.6
12919,Ligustrum,18.7,6,1.8,3,7.1
12920,Ligustrum,20.1,6,1.8,6,28.3
12921,Ligustrum,16.9,6,1.8,3,7.1
12922,Picea abies,14.3,18,5.4,4,12.6
12923,Picea abies,10,16,4.8,3,7.1
12924,Picea abies,11.2,19,5.7,4,12.6
12925,Picea abies,13.1,19,5.7,4,12.6
12926,Picea abies,13.1,19,5.7,4,12.6
12927,Picea abies,11.2,17,5.1,7,38.5
12928,Cedrus deodara,30,19,5.7,5,19.6
12929,Cedrus deodara,53.5,22,6.6,10,78.5
12930,Cedrus deodara,49,22,6.6,8,50.3
12931,Picea abies,6,7,2.1,3,7.1
12932,Picea abies,11.2,14,4.2,4,12.6
12933,Platanus x acerifolia 'Bloodgood',89.90000000000001,21,6.3,14,153.9
12934,Ligustrum,14.3,6,1.8,6,28.3
12935,Ligustrum,9.4,6,1.8,6,28.3
12936,Cedrus deodara,49,22,6.6,8,50.3
12937,Cedrus deodara,29.5,16,4.8,5,19.6
12938,Cedrus deodara,51.7,22,6.6,8,50.3
12939,Ligustrum,22.5,6,1.8,6,28.3
12940,Cedrus deodara,34.4,8,2.4,8,50.3
12941,Aesculus hippocastanum,46.5,8,2.4,8,50.3
12942,Cedrus atlantica,33.6,23,6.9,14,153.9
12943,Cedrus deodara,36.4,19,5.7,10,78.5
12944,Ligustrum,17.8,6,1.8,6,28.3
12945,Cupressus,22.3,4,1.2,2,3.1
12946,Cedrus atlantica,29.4,19,5.7,8,50.3
12947,Cedrus atlantica,29.9,22,6.6,10,78.5
12948,Cedrus atlantica,16.2,19,5.7,5,19.6
12949,Cedrus atlantica,29.3,18,5.4,11,95
12950,Celtis australis,2.5,4,1.2,3,7.1
12951,Morus alba,2.9,4,1.2,3,7.1
12952,Celtis australis,5.6,8,2.4,12,113.1
12953,Cedrus libani,2.4,24,7.2,12,113.1
12954,Platanus x acerifolia 'Bloodgood',93.09999999999999,23,6.9,14,153.9
12955,Pinus halepensis,15.6,15,4.5,6,28.3
12956,Acer platanoides,25,6,1.8,11,95
12957,Acer platanoides,16.5,4,1.2,6,28.3
12958,Catalpa bignonioides,13.2,4,1.2,5,19.6
12959,Pyrus calleryana,6.9,5,1.5,2,3.1
12960,Pyrus calleryana,6.2,6,1.8,3,7.1
12961,Pyrus calleryana,5,6.5,1.9,2.5,4.9
12962,Pyrus calleryana,6.2,6,1.8,3,7.1
12963,Pyrus calleryana,5,6.5,1.9,2.5,4.9
12964,Pyrus calleryana,6.2,6,1.8,3,7.1
12965,Pyrus calleryana,5,6.5,1.9,3,7.1
12966,Pyrus calleryana,4.4,6.5,1.9,2.5,4.9
12967,Pyrus calleryana,6.9,8,2.4,3,7.1
12968,Pyrus calleryana,4.4,6,1.8,2.5,4.9
12969,Pyrus calleryana,2.3,5,1.5,1.5,1.8
12970,Pyrus calleryana,3.9,6,1.8,4.6,16.7
12971,Pyrus calleryana,5.6,6.5,1.9,3,7.1
12972,Pyrus calleryana,5.6,6.5,1.9,3,7.1
12973,Pyrus calleryana,5.6,6.5,1.9,3,7.1
12974,Betula,1.3,4,1.2,3,7.1
12975,Betula,1.9,4,1.2,3,7.1
12976,Betula,3.4,3.5,1,3,7.1
12977,Pyrus calleryana,5.6,6,1.8,3,7.1
12978,Betula,2.3,4,1.2,4,12.6
12979,Betula,8.199999999999999,8,2.4,3,7.1
12980,Betula,4.3,5,1.5,3,7.1
12981,Betula,17.5,4,1.2,3,7.1
12982,Betula,2.6,4,1.2,2.5,4.9
12983,Betula,1.9,4,1.2,2.5,4.9
12984,Acer pseudoplatanus,4.5,6,1.8,3,7.1
12985,Acer pseudoplatanus,4.5,6,1.8,3,7.1
12986,Betula,1.9,5,1.5,2,3.1
12987,Betula,1.9,5,1.5,3,7.1
12988,Betula,1.9,5,1.5,3,7.1
12989,Betula,2.6,5,1.5,3,7.1
12990,Betula,2.6,5,1.5,3,7.1
12991,Betula,2.6,5,1.5,3,7.1
12992,Betula,2.6,5,1.5,3,7.1
12993,Betula,2.6,5,1.5,3,7.1
12994,Betula,2.6,5,1.5,3,7.1
12995,Pyrus calleryana,6.2,6,1.8,3,7.1
12996,Pyrus calleryana,6.2,6,1.8,3,7.1
12997,Betula,2.6,5,1.5,3,7.1
12998,Betula,2.6,5,1.5,3,7.1
12999,Betula,2.6,5,1.5,3,7.1
13000,Pyrus calleryana,5,6,1.8,3,7.1
13001,Pyrus calleryana,5,6,1.8,3,7.1
13002,Betula,2.6,5,1.5,3,7.1
13003,Betula,2.6,5,1.5,3,7.1
13004,Betula,3.4,5,1.5,3,7.1
13005,Acer pseudoplatanus,13.9,8,2.4,4.8,17.8
13006,Betula,1.3,2.5,0.8,2,3.1
13007,Betula,2.6,4,1.2,2.5,4.9
13008,Betula,2.6,4.5,1.3,2.5,4.9
13009,Betula,1.3,3.5,1,2,3.1
13010,Betula,3.4,4.5,1.3,2.5,4.9
13011,Betula,1.9,3.5,1,2.5,4.9
13012,Betula,2.6,4,1.2,2.5,4.9
13013,Ulmus glabra,70.5,6.5,1.9,3.5,9.6
13014,Betula,0.4,3.5,1,2,3.1
13015,Betula,0.3,4.5,1.3,2.5,4.9
13016,Acer platanoides,5.9,5.5,1.7,2.5,4.9
13017,Alnus,3.9,6.5,1.9,3.5,9.6
13018,Alnus,3.3,6,1.8,3,7.1
13019,Alnus,3.3,6,1.8,3,7.1
13020,Alnus,1.5,4,1.2,1.5,1.8
13021,Alnus,3.6,6.5,1.9,3,7.1
13022,Alnus,3.6,6,1.8,3,7.1
13023,Alnus,3.6,6,1.8,3,7.1
13024,Alnus,4.2,7,2.1,3.5,9.6
13025,Alnus,2.1,6,1.8,2,3.1
13026,Acer platanoides,4.1,5.5,1.7,3,7.1
13027,Betula,1.3,4,1.2,2.5,4.9
13028,Betula,1.9,3.5,1,2,3.1
13029,Betula,1.9,4,1.2,1.5,1.8
13030,Alnus,3.6,6.5,1.9,3,7.1
13031,Alnus,3.6,7,2.1,3,7.1
13032,Alnus,3.6,6,1.8,3,7.1
13033,Betula,1.3,3,0.9,2,3.1
13034,Sorbus aucuparia,2.6,6,1.8,3,7.1
13035,Alnus,2.4,5,1.5,1.5,1.8
13036,Alnus,1.8,3,0.9,2,3.1
13037,Alnus,1.5,3,0.9,2,3.1
13038,Betula,1.9,4,1.2,2,3.1
13039,Betula,2.6,5,1.5,3,7.1
13040,Betula,7.1,5,1.5,3,7.1
13041,Betula,1.9,4,1.2,2.5,4.9
13042,Alnus,3.9,7,2.1,4,12.6
13043,Alnus,4.5,7,2.1,3,7.1
13044,Alnus,3.9,6,1.8,3,7.1
13045,Acer platanoides,7.1,5,1.5,3,7.1
13046,Alnus,3.6,9,2.7,4,12.6
13047,Alnus,3.9,6,1.8,3,7.1
13048,Alnus,3.9,6,1.8,3,7.1
13049,Alnus,3.9,6,1.8,3,7.1
13050,Alnus,3.9,6,1.8,3,7.1
13051,Sorbus aucuparia,5.3,5,1.5,2,3.1
13052,Alnus,3.6,6,1.8,3,7.1
13053,Betula,1.3,4,1.2,1.5,1.8
13054,Acer platanoides,1.3,6,1.8,3,7.1
13055,Alnus,4.2,6,1.8,4,12.6
13056,Alnus,4.2,6,1.8,4,12.6
13057,Alnus,4.8,9,2.7,5,19.6
13058,Acer pseudoplatanus,3.4,5,1.5,2,3.1
13059,Alnus,4.2,9,2.7,4,12.6
13060,Alnus,4.2,9,2.7,4,12.6
13061,Alnus,4.8,9,2.7,5,19.6
13062,Betula,3.4,4,1.2,3,7.1
13063,Betula,1.9,3,0.9,1.5,1.8
13064,Betula,2.6,3,0.9,1.5,1.8
13065,Betula,2.6,4,1.2,2,3.1
13066,Betula,2.6,3,0.9,1.5,1.8
13067,Alnus,2.4,4,1.2,2,3.1
13068,Betula,2.6,3,0.9,2,3.1
13069,Betula,1.3,4,1.2,2,3.1
13070,Cedrus deodara,32,12,3.6,9,63.6
13071,Pinus nigra,12.1,13,3.9,6,28.3
13072,Pinus nigra,12.1,13,3.9,6,28.3
13073,Pinus nigra,12.1,13,3.9,6,28.3
13074,Pinus nigra,14.5,13,3.9,6,28.3
13075,Aesculus hippocastanum,27.2,7,2.1,6,28.3
13076,Aesculus hippocastanum,33.5,9,2.7,8,50.3
13077,Aesculus hippocastanum,26.3,7,2.1,6,28.3
13078,Aesculus hippocastanum,29.3,8,2.4,6,28.3
13079,Aesculus hippocastanum,26.6,9,2.7,7,38.5
13080,Acer pseudoplatanus,30.7,9,2.7,12,113.1
13081,Cedrus deodara,22.1,16,4.8,5,19.6
13082,Acer pseudoplatanus,13.7,7,2.1,9,63.6
13083,Acer pseudoplatanus,10.6,7,2.1,9,63.6
13084,Acer pseudoplatanus,16.5,8,2.4,9,63.6
13085,Acer pseudoplatanus,16.5,8,2.4,9,63.6
13086,Abies pinsapo,11.8,14,4.2,9,63.6
13087,Picea abies,14.3,14,4.2,9,63.6
13088,Picea abies,14.3,14,4.2,9,63.6
13089,Picea abies,15.5,18,5.4,11,95
13090,Cedrus deodara,22.2,17,5.1,7,38.5
13091,Picea abies,15.5,18,5.4,7,38.5
13092,Tilia x europaea,24.2,18,5.4,14,153.9
13093,Picea,54.6,18,5.4,7,38.5
13094,Betula nigra,36.8,15,4.5,11,95
13095,Aesculus hippocastanum,35.4,14,4.2,8,50.3
13096,Acer pseudoplatanus,26.7,14,4.2,10,78.5
13097,Acer pseudoplatanus,37,14,4.2,12,113.1
13098,Acer saccharinum,2.7,3.5,1,1.5,1.8
13099,Liriodendron tulipifera,3.8,3.5,1,1.5,1.8
13100,Platanus occidentalis,1.5,6,1.8,1.5,1.8
13101,Robinia pseudoacacia,2.2,4,1.2,2,3.1
13102,Platanus occidentalis,2.1,5,1.5,2,3.1
13103,Robinia pseudoacacia,3,4,1.2,3,7.1
13104,Quercus rubra,17,12,3.6,10,78.5
13105,Quercus rubra,3,10,3,11,95
13106,Quercus rubra,15.4,11,3.3,10,78.5
13107,Prunus,10.1,5,1.5,5,19.6
13108,Betula pendula,23.8,16,4.8,12,113.1
13109,Betula pendula,23.8,16,4.8,12,113.1
13110,Betula pendula,23.8,15,4.5,10,78.5
13111,Quercus rubra,9.5,6,1.8,4,12.6
13112,Tilia cordata,11.9,10,3,8,50.3
13113,Tilia cordata,11.9,11,3.3,10,78.5
13114,Tilia cordata,13,10,3,8,50.3
13115,Tilia cordata,11.9,11,3.3,8,50.3
13116,Carpinus betulus,14.1,10,3,10,78.5
13117,Prunus avium,15.1,8,2.4,5,19.6
13118,Prunus avium,15.1,8,2.4,8,50.3
13119,Prunus avium,16,10,3,8,50.3
13120,Carpinus betulus,8.6,6,1.8,5,19.6
13121,Carpinus betulus,10.5,9,2.7,6,28.3
13122,Carpinus betulus,7.3,8,2.4,3,7.1
13123,Carpinus betulus,5.6,8,2.4,3,7.1
13124,Carpinus betulus,10.5,8,2.4,4,12.6
13125,Carpinus betulus,4.5,8,2.4,4,12.6
13126,Carpinus betulus,6.7,8,2.4,6,28.3
13127,Parrotia persica,7.6,5,1.5,2,3.1
13128,Parrotia persica,10.5,6,1.8,3,7.1
13129,Parrotia persica,10.5,6,1.8,4,12.6
13130,Parrotia persica,7.6,6,1.8,4,12.6
13131,Sophora japonica,10.4,10,3,10,78.5
13132,Tilia cordata,10.2,10,3,5,19.6
13133,Betula,1.3,3,0.9,2,3.1
13134,Alnus,4.5,6,1.8,4,12.6
13135,Betula,1.9,5,1.5,1,0.8
13136,Alnus,3.6,6,1.8,3,7.1
13137,Alnus,4.5,7,2.1,4,12.6
13138,Alnus,3.6,6,1.8,3,7.1
13139,Alnus,3.9,6,1.8,3,7.1
13140,Alnus,4.2,6,1.8,4,12.6
13141,Acer campestre,2.1,5,1.5,2,3.1
13142,Alnus,3.3,6,1.8,3,7.1
13143,Betula,1.9,4,1.2,1,0.8
13144,Sorbus aucuparia,5.3,6,1.8,3,7.1
13145,Sorbus aucuparia,3.9,6,1.8,3,7.1
13146,Alnus,3,7,2.1,3,7.1
13147,Acer pseudoplatanus,4.8,5,1.5,4,12.6
13148,Sorbus aucuparia,5.3,5,1.5,3,7.1
13149,Acer pseudoplatanus,7.6,6,1.8,3,7.1
13150,Betula,5.2,4,1.2,3,7.1
13151,Betula,1.9,4,1.2,4,12.6
13152,Betula,5.2,4,1.2,3,7.1
13153,Betula,5.2,5,1.5,3,7.1
13154,Acer pseudoplatanus,3.9,5,1.5,4,12.6
13155,Betula,5.2,5,1.5,3,7.1
13156,Fagus sylvatica,1.4,4,1.2,4,12.6
13157,Fagus sylvatica,8.300000000000001,5,1.5,4,12.6
13158,Quercus rubra,21.1,6,1.8,6,28.3
13159,Quercus rubra,18.6,6,1.8,6,28.3
13160,Quercus rubra,17.8,6,1.8,6,28.3
13161,Ginkgo biloba,2.2,4,1.2,3,7.1
13162,Acer monspessulanum,26.7,5,1.5,7,38.5
13163,Acer monspessulanum,23.5,5,1.5,7,38.5
13164,Acer monspessulanum,23.5,5,1.5,7,38.5
13165,Prunus avium,18.8,5,1.5,7,38.5
13166,Prunus avium,16.9,5,1.5,7,38.5
13167,Robinia pseudoacacia,36.5,7,2.1,4,12.6
13168,Robinia pseudoacacia,31.4,7,2.1,4,12.6
13169,Cedrus deodara,39.1,16,4.8,7,38.5
13170,Cedrus deodara,46.5,17,5.1,10,78.5
13171,Ulmus pumila,17,6,1.8,5,19.6
13173,Davidia involucrata,7.7,6,1.8,6,28.3
13174,Pinus halepensis,15.7,16,4.8,6,28.3
13175,Catalpa bignonioides,17.4,12,3.6,11,95
13176,Pinus halepensis,15.7,16,4.8,6,28.3
13177,Robinia pseudoacacia,44,7,2.1,10,78.5
13178,Cedrus deodara,37.3,17,5.1,10,78.5
13179,Cedrus deodara,43.6,22,6.6,8,50.3
13180,Cedrus deodara,43.6,22,6.6,8,50.3
13181,Cedrus deodara,54.3,24,7.2,11,95
13182,Cedrus deodara,54.3,24,7.2,11,95
13183,Cedrus deodara,55.4,24,7.2,12,113.1
13184,Taxus baccata,5,5,1.5,6,28.3
13185,Taxus baccata,5,5,1.5,6,28.3
13186,Robinia pseudoacacia,49.6,7,2.1,8,50.3
13187,Cedrus deodara,54.6,26,7.8,12,113.1
13188,Cedrus deodara,54.6,26,7.8,14,153.9
13189,Cedrus deodara,56,25,7.5,11,95
13190,Cedrus deodara,56,25,7.5,11,95
13191,Picea abies,8.5,12,3.6,4,12.6
13192,Platanus x hispanica,29.2,12,3.6,7,38.5
13193,Cedrus deodara,48.8,21,6.3,11,95
13194,Cedrus deodara,54.2,16,4.8,15,176.7
13195,Robinia pseudoacacia,55.5,7,2.1,10,78.5
13196,Taxus baccata,5,5,1.5,6,28.3
13197,Pseudotsuga menziesii,7.2,18,5.4,5,19.6
13198,Cedrus libani,0.7,26,7.8,18,254.5
13199,Tilia x europaea,24.2,6,1.8,10,78.5
13200,Robinia pseudoacacia,55.5,7,2.1,5,19.6
13202,Taxus baccata,13.6,6,1.8,9,63.6
13203,Cedrus deodara,53.8,23,6.9,12,113.1
13204,Prunus cerasifera,13.3,4,1.2,3,7.1
13205,Taxus baccata,5.1,6,1.8,9,63.6
13206,Taxus baccata,5.1,6,1.8,9,63.6
13207,Cedrus deodara,54.6,26,7.8,12,113.1
13208,Pseudotsuga menziesii,7.2,18,5.4,5,19.6
13209,Robinia pseudoacacia,55.5,11,3.3,7,38.5
13210,Robinia pseudoacacia,14.2,6,1.8,6,28.3
13211,Pseudotsuga menziesii,15.1,22,6.6,6,28.3
13212,Cedrus deodara,58.4,26,7.8,12,113.1
13213,Pseudotsuga menziesii,8.699999999999999,15,4.5,6,28.3
13214,Robinia pseudoacacia,55.5,11,3.3,7,38.5
13215,Tilia x europaea,48.8,12,3.6,8,50.3
13216,Tilia x europaea,48.8,12,3.6,8,50.3
13217,Magnolia x soulangeana,12.2,5,1.5,11,95
13218,Cedrus deodara,35,8,2.4,11,95
13219,Pinus nigra,17,13,3.9,8,50.3
13220,Pinus nigra,12.5,13,3.9,6,28.3
13221,Fagus,6.3,3,0.9,1,0.8
13222,Ostrya carpinifolia,13.1,7,2.1,5,19.6
13223,Cedrus deodara,25.3,17,5.1,6,28.3
13224,Cedrus deodara,25.3,17,5.1,4,12.6
13226,Betula lenta,7,5,1.5,3,7.1
