Tree ID,Name,Oxygen_Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2)
1424,Tilia cordata,6.5,5,1.5,4,12.6
1425,Tilia cordata,1.8,4,1.2,1.5,1.8
1426,Tilia cordata,7,6,1.8,4,12.6
1427,Tilia cordata,1.8,4,1.2,1,0.8
1428,Tilia cordata,1.8,4,1.2,1,0.8
1429,Tilia cordata,2.6,4,1.2,3,7.1
1430,Tilia cordata,3.4,5,1.5,3,7.1
1431,Tilia cordata,4.7,4.5,1.3,4,12.6
1432,Tilia cordata,1.5,4,1.2,1,0.8
1433,Tilia cordata,1.8,4,1.2,1,0.8
1434,Tilia cordata,1.8,4,1.2,1,0.8
1435,Tilia cordata,4.2,4,1.2,3,7.1
1436,Tilia cordata,5.1,4.5,1.3,4,12.6
1437,Tilia cordata,1.5,4,1.2,1,0.8
1438,Tilia cordata,1.5,4,1.2,1,0.8
1439,Tilia cordata,1.5,4,1.2,1,0.8
1440,Tilia cordata,1.2,3,0.9,1,0.8
1441,Tilia cordata,1.2,4,1.2,1,0.8
1442,Tilia cordata,6,5,1.5,4,12.6
1443,Tilia cordata,2.2,4,1.2,1.5,1.8
1444,Tilia cordata,5.6,5,1.5,5,19.6
1445,Tilia platyphyllos,4.7,6,1.8,5,19.6
1446,Tilia platyphyllos,4.7,6,1.8,5,19.6
1447,Tilia platyphyllos,4.7,6,1.8,5,19.6
1448,Tilia platyphyllos,5.6,6.5,1.9,5,19.6
1449,Tilia platyphyllos,5.6,6.5,1.9,5,19.6
1450,Tilia platyphyllos,2.2,4,1.2,3,7.1
1451,Tilia platyphyllos,5.1,6,1.8,5,19.6
1452,Tilia platyphyllos,3.8,4.5,1.3,4,12.6
1453,Prunus serrulata,13.8,6,1.8,6,28.3
1454,Platanus x hispanica,4.1,7,2.1,2,3.1
1455,Platanus x hispanica,4.1,6,1.8,2,3.1
1456,Platanus x hispanica,5.2,7,2.1,2,3.1
1457,Platanus x hispanica,5.9,8,2.4,2,3.1
1458,Platanus x hispanica,4.6,6,1.8,3,7.1
1459,Platanus x hispanica,4.6,6,1.8,3,7.1
1462,Acer pseudoplatanus,0.9,3,0.9,1.5,1.8
1463,Acer pseudoplatanus,19,7,2.1,8,50.3
1464,Acer pseudoplatanus,9.4,7,2.1,4,12.6
1465,Acer pseudoplatanus,15.9,8,2.4,6,28.3
1468,Cupressus sempervirens,5.1,8,2.4,1,0.8
1469,Cupressus sempervirens,6.1,9,2.7,1,0.8
1470,Cupressus sempervirens,6.1,6,1.8,1,0.8
1471,Fraxinus excelsior,2.8,6,1.8,3,7.1
1472,Fraxinus excelsior,1.4,4,1.2,2,3.1
1473,Fraxinus excelsior,5.4,6,1.8,5,19.6
1474,Fraxinus ornus,2.6,6,1.8,3,7.1
1489,Acer pseudoplatanus,19,7,2.1,8,50.3
1490,Acer pseudoplatanus,10.6,7,2.1,5,19.6
1491,Acer pseudoplatanus,13,10,3,8,50.3
1492,Acer pseudoplatanus,13.4,12,3.6,10,78.5
1493,Acer pseudoplatanus,12.6,8,2.4,6,28.3
1494,Carpinus betulus,3,6,1.8,3,7.1
1495,Carpinus betulus,3,6,1.8,2,3.1
1496,Carpinus betulus,3,6,1.8,3,7.1
1497,Celtis australis,2.6,7,2.1,6,28.3
1499,Tilia cordata,5.1,6,1.8,4,12.6
1500,Tilia cordata,4.2,6,1.8,4,12.6
1501,Tilia cordata,5.1,6,1.8,4,12.6
1502,Tilia cordata,4.7,6,1.8,4,12.6
1503,Tilia cordata,5.6,6,1.8,4,12.6
1504,Tilia cordata,4.2,5,1.5,2.5,4.9
1505,Tilia cordata,5.6,6,1.8,4.5,15.9
1506,Tilia cordata,3,5,1.5,3,7.1
1507,Tilia cordata,1.8,4,1.2,1.5,1.8
1508,Tilia cordata,4.7,5.5,1.7,5,19.6
1509,Tilia cordata,4.2,4.5,1.3,4,12.6
1510,Tilia cordata,1.8,3.5,1,1.5,1.8
1511,Tilia cordata,2.2,4,1.2,2,3.1
1512,Tilia cordata,1.8,3,0.9,1,0.8
1513,Tilia cordata,2.6,4,1.2,2,3.1
1514,Tilia cordata,1.8,3.5,1,1.5,1.8
1515,Tilia cordata,1.8,3.5,1,1.5,1.8
1516,Tilia cordata,1.8,3.5,1,1.5,1.8
1517,Tilia cordata,3.4,4,1.2,4,12.6
1518,Tilia cordata,3.8,4.5,1.3,5,19.6
1519,Tilia cordata,1.5,4,1.2,1,0.8
1520,Tilia cordata,4.7,6,1.8,4,12.6
1521,Tilia cordata,4.2,5,1.5,4,12.6
1522,Tilia cordata,2.6,4,1.2,1.5,1.8
1523,Tilia cordata,3,4,1.2,3,7.1
1524,Tilia cordata,3,4,1.2,3,7.1
1525,Tilia cordata,3.8,4.5,1.3,4,12.6
1526,Tilia cordata,3,4,1.2,2.5,4.9
1527,Tilia cordata,2.6,3,0.9,1,0.8
1576,Celtis australis,2.1,6,1.8,5,19.6
1577,Celtis australis,2.1,6,1.8,5,19.6
1578,Celtis australis,2.1,6,1.8,5,19.6
1582,Celtis australis,2.1,5,1.5,3,7.1
1583,Celtis australis,2.1,5,1.5,3,7.1
1584,Celtis australis,2.1,5,1.5,3,7.1
1585,Celtis australis,2.1,5,1.5,3,7.1
1612,Celtis australis,2.1,5,1.5,3,7.1
1613,Celtis australis,2.1,6,1.8,5,19.6
1614,Celtis australis,2.1,6,1.8,5,19.6
1615,Celtis australis,2.1,5,1.5,3,7.1
1616,Celtis australis,1.7,5,1.5,2.5,4.9
1617,Celtis australis,1.7,5,1.5,2.5,4.9
1618,Celtis australis,1.7,5,1.5,2.5,4.9
1619,Celtis australis,2.1,5,1.5,3,7.1
1620,Celtis australis,2.1,6,1.8,5,19.6
1621,Celtis australis,2.1,6,1.8,5,19.6
1622,Celtis australis,2,6,1.8,5,19.6
1623,Celtis australis,2.1,6,1.8,5,19.6
1624,Celtis australis,1.8,6,1.8,4,12.6
1625,Celtis australis,1.8,6,1.8,4,12.6
1626,Celtis australis,2.3,6,1.8,4,12.6
1627,Celtis australis,1.8,6,1.8,4,12.6
1628,Celtis australis,1.8,6,1.8,4,12.6
1629,Celtis australis,1.8,6,1.8,4,12.6
1630,Celtis australis,1.5,5,1.5,2.5,4.9
1631,Celtis australis,1.7,5,1.5,2.5,4.9
1632,Celtis australis,2.1,5,1.5,3,7.1
1633,Celtis australis,1.7,5,1.5,2.5,4.9
1634,Celtis australis,1.7,5,1.5,3,7.1
1635,Celtis australis,1.7,5,1.5,3,7.1
1636,Celtis australis,1.7,5,1.5,3,7.1
1637,Celtis australis,1.5,5,1.5,2.5,4.9
1638,Celtis australis,1.7,5,1.5,3,7.1
1639,Celtis australis,1.7,5,1.5,3,7.1
1640,Celtis australis,2.1,5,1.5,3,7.1
1641,Celtis australis,2.1,6,1.8,5,19.6
1642,Celtis australis,2.1,5,1.5,3,7.1
1643,Celtis australis,2.1,6,1.8,5,19.6
1644,Celtis australis,2.1,6,1.8,5,19.6
1645,Celtis australis,2.1,5,1.5,3,7.1
1646,Celtis australis,2.1,5,1.5,3,7.1
1647,Celtis australis,2.1,5,1.5,3,7.1
1648,Celtis australis,2.1,6,1.8,5,19.6
1649,Celtis australis,2.1,6,1.8,5,19.6
1650,Celtis australis,2.1,6,1.8,5,19.6
1651,Celtis australis,2.1,6,1.8,5,19.6
1652,Celtis australis,2.1,6,1.8,5,19.6
1653,Tilia cordata,3,4,1.2,2.5,4.9
1654,Tilia,7.1,4,1.2,2.5,4.9
1655,Tilia cordata,3,4,1.2,2.5,4.9
1656,Tilia cordata,3,4,1.2,2.5,4.9
1657,Tilia cordata,3,4,1.2,2.5,4.9
1658,Tilia cordata,3,4,1.2,2.5,4.9
1659,Tilia,7.1,4,1.2,2.5,4.9
1660,Tilia,7.1,4,1.2,2.5,4.9
1661,Tilia cordata,3,4,1.2,2.5,4.9
1662,Tilia cordata,3,4,1.2,2.5,4.9
1663,Tilia cordata,3,4,1.2,2.5,4.9
1664,Tilia cordata,3,4,1.2,2.5,4.9
1665,Tilia cordata,3,4,1.2,2.5,4.9
1666,Tilia cordata,3,4,1.2,2.5,4.9
1667,Tilia cordata,3,4,1.2,2.5,4.9
1668,Tilia cordata,3,4,1.2,2.5,4.9
1669,Tilia cordata,3,4,1.2,2.5,4.9
1670,Tilia cordata,3,4,1.2,2.5,4.9
1671,Tilia cordata,3,4,1.2,2.5,4.9
1672,Tilia cordata,3,4,1.2,2.5,4.9
1673,Tilia cordata,3,4,1.2,2.5,4.9
1674,Tilia cordata,3,4,1.2,2.5,4.9
1675,Tilia cordata,3,4,1.2,2.5,4.9
1676,Tilia cordata,3,4,1.2,2.5,4.9
1677,Tilia cordata,3,4,1.2,2.5,4.9
1678,Tilia cordata,3,4,1.2,2.5,4.9
1679,Tilia cordata,3,4,1.2,2.5,4.9
1680,Tilia cordata,3,4,1.2,2.5,4.9
1681,Tilia cordata,3,4,1.2,2.5,4.9
1682,Tilia cordata,3,4,1.2,2.5,4.9
1683,Tilia cordata,3,4,1.2,2.5,4.9
1684,Tilia cordata,3,4,1.2,2.5,4.9
1685,Tilia cordata,3,4,1.2,2.5,4.9
1686,Tilia cordata,3,4,1.2,2.5,4.9
1687,Tilia cordata,3,4,1.2,2.5,4.9
1688,Tilia cordata,3,4,1.2,2.5,4.9
1689,Tilia cordata,3,4,1.2,2.5,4.9
1690,Tilia cordata,3,4,1.2,2.5,4.9
1691,Tilia cordata,3,4,1.2,2.5,4.9
1692,Tilia cordata,3,4,1.2,2.5,4.9
1693,Tilia cordata,3,4,1.2,2.5,4.9
1694,Tilia cordata,3,4,1.2,2.5,4.9
1695,Tilia cordata,3,4,1.2,2.5,4.9
1696,Tilia cordata,3,4,1.2,2.5,4.9
1697,Tilia cordata,3,4,1.2,2.5,4.9
1698,Tilia cordata,3,4,1.2,2.5,4.9
1699,Tilia cordata,3,4,1.2,2.5,4.9
1700,Tilia cordata,3,4,1.2,2.5,4.9
1701,Tilia cordata,3,4,1.2,2.5,4.9
1702,Tilia cordata,3,4,1.2,2.5,4.9
1703,Tilia cordata,3,4,1.2,2.5,4.9
1704,Tilia cordata,3,4,1.2,2.5,4.9
1705,Tilia cordata,3,4,1.2,2.5,4.9
1706,Tilia cordata,3,4,1.2,2.5,4.9
1707,Tilia cordata,3,4,1.2,2.5,4.9
1708,Tilia cordata,3,4,1.2,2.5,4.9
1709,Tilia cordata,3,4,1.2,2.5,4.9
1710,Tilia cordata,3,4,1.2,2.5,4.9
1711,Tilia cordata,3,4,1.2,2.5,4.9
1712,Tilia cordata,3,4,1.2,2.5,4.9
1713,Tilia cordata,3,4,1.2,2.5,4.9
1823,Pinus sylvestris,11.4,7,2.1,4,12.6
1824,Celtis australis,2.5,6,1.8,6,28.3
1825,Parrotia persica,1.7,4.5,1.3,4,12.6
1826,Parrotia persica,1.4,5,1.5,4,12.6
1827,Parrotia persica,2.1,6,1.8,5,19.6
1828,Parrotia persica,2.4,6,1.8,5,19.6
1829,Parrotia persica,2.1,6,1.8,5,19.6
1859,Cercis siliquastrum,3.9,9,2.7,5,19.6
1860,Cercis siliquastrum,5.8,8,2.4,5,19.6
1861,Cercis siliquastrum,3.9,8,2.4,5,19.6
1874,Ostrya carpinifolia,2.8,5,1.5,4,12.6
1875,Ostrya carpinifolia,3.4,6,1.8,5,19.6
1876,Ostrya carpinifolia,10.6,8,2.4,8,50.3
1923,Quercus robur,10.1,5,1.5,4,12.6
1924,Quercus robur,14.1,6,1.8,6,28.3
1925,Quercus robur,10.1,5,1.5,4,12.6
1926,Quercus robur,8.800000000000001,2.5,0.8,3,7.1
1927,Quercus robur,9.4,5,1.5,4,12.6
1928,Quercus robur,8.800000000000001,2.5,0.8,3,7.1
1929,Quercus robur,12.1,3.5,1,7,38.5
1930,Quercus robur,6.8,2.5,0.8,3,7.1
1931,Quercus robur,7.4,2.5,0.8,2.5,4.9
1932,Quercus robur,14.7,7,2.1,7,38.5
1933,Quercus robur,14.1,7,2.1,7,38.5
1934,Quercus robur,10.8,6,1.8,6,28.3
1935,Quercus robur,10.1,4,1.2,6,28.3
1936,Quercus robur,16.1,8,2.4,8,50.3
1937,Quercus robur,17.4,8,2.4,8,50.3
1938,Quercus robur,14.7,7,2.1,6,28.3
1939,Quercus robur,12.7,6.5,1.9,6,28.3
1940,Quercus robur,9.4,4,1.2,7,38.5
1941,Quercus robur,12.1,5,1.5,6,28.3
1942,Quercus robur,16.1,8,2.4,7,38.5
1943,Quercus robur,9.4,4,1.2,4,12.6
1944,Quercus robur,9.4,4,1.2,3,7.1
1945,Quercus robur,16.7,8,2.4,8,50.3
1946,Quercus robur,10.8,5,1.5,4,12.6
1947,Juglans nigra,5.8,6,1.8,8,50.3
1948,Fraxinus excelsior,5.1,4,1.2,4,12.6
1986,Cercis siliquastrum,3.1,5,1.5,3,7.1
1990,Carpinus betulus,4.5,4.5,1.3,2.5,4.9
1991,Carpinus betulus,4,5,1.5,2,3.1
1992,Carpinus betulus,4.5,4.5,1.3,2.5,4.9
1993,Carpinus betulus,4.5,4.5,1.3,2.5,4.9
1994,Carpinus betulus,4,4.5,1.3,2.5,4.9
1995,Carpinus betulus,4.5,5,1.5,2,3.1
1996,Carpinus betulus,4.5,5,1.5,2,3.1
1997,Carpinus betulus,4,4.5,1.3,2.5,4.9
1998,Carpinus betulus,4.5,5,1.5,2,3.1
1999,Carpinus betulus,4,2.5,0.8,2,3.1
2000,Carpinus betulus,4,4.5,1.3,2,3.1
2001,Carpinus betulus,4.5,5,1.5,3,7.1
2002,Carpinus betulus,4.5,5,1.5,3,7.1
2003,Carpinus betulus,4.5,4.5,1.3,2.5,4.9
2004,Carpinus betulus,4,4.5,1.3,2.5,4.9
2005,Carpinus betulus,4,4.5,1.3,2,3.1
2006,Carpinus betulus,4.5,4.5,1.3,2.5,4.9
2007,Carpinus betulus,4,4.5,1.3,2,3.1
2008,Carpinus betulus,4,4.5,1.3,3,7.1
2009,Carpinus betulus,4,4.5,1.3,2.5,4.9
2010,Carpinus betulus,4,4.5,1.3,3,7.1
2011,Carpinus betulus,4.5,4.5,1.3,2.5,4.9
2012,Carpinus betulus,4,4.5,1.3,2,3.1
2013,Carpinus betulus,4.5,5,1.5,2,3.1
2014,Carpinus betulus,4,4.5,1.3,2,3.1
2015,Carpinus betulus,4,4.5,1.3,2.5,4.9
2016,Carpinus betulus,4,4.5,1.3,2.5,4.9
2017,Carpinus betulus,4,4.5,1.3,2.5,4.9
2018,Carpinus betulus,4.5,5,1.5,2,3.1
2019,Morus alba,5.2,5,1.5,7,38.5
2020,Morus alba,6,6,1.8,6,28.3
2021,Morus alba,4.4,5,1.5,5,19.6
2022,Morus alba,4,4.5,1.3,4.5,15.9
2023,Morus alba,3.7,5,1.5,5,19.6
2024,Morus alba,4,5,1.5,5,19.6
2025,Morus alba,4,6,1.8,6,28.3
2026,Morus alba,3.7,5,1.5,5,19.6
2027,Morus alba,5.2,6,1.8,6,28.3
2028,Morus alba,1.7,3.5,1,1.5,1.8
2029,Morus alba,1.7,3.5,1,1.5,1.8
2030,Morus alba,4.4,4.5,1.3,4.5,15.9
2031,Morus alba,4.4,4.5,1.3,4.5,15.9
2032,Morus alba,3.7,4.5,1.3,4,12.6
2033,Morus alba,3.7,4.5,1.3,4,12.6
2034,Morus alba,3.7,4.5,1.3,4,12.6
2035,Morus alba,3.7,4.5,1.3,5,19.6
2036,Morus alba,5.2,5,1.5,7,38.5
2037,Morus alba,5.2,5,1.5,7,38.5
2038,Morus alba,5.2,5,1.5,7,38.5
2039,Morus alba,5.2,5,1.5,6,28.3
2040,Morus alba,5.2,5,1.5,6,28.3
2041,Morus alba,5.2,5,1.5,6,28.3
2042,Morus alba,4.4,5,1.5,6,28.3
2043,Morus alba,5.2,5,1.5,7,38.5
2044,Celtis australis,2.5,6,1.8,4,12.6
2045,Celtis australis,2.5,6,1.8,4,12.6
2046,Celtis australis,2.5,6,1.8,4,12.6
2047,Celtis australis,2.5,6,1.8,4,12.6
2048,Celtis australis,2.5,6,1.8,4,12.6
2049,Celtis australis,2.5,6,1.8,4,12.6
2050,Celtis australis,2.4,6,1.8,4,12.6
2051,Celtis australis,2.5,6,1.8,4,12.6
2052,Celtis australis,2.5,6,1.8,4,12.6
2053,Celtis australis,2.5,6,1.8,4,12.6
2054,Celtis australis,2.6,6,1.8,4,12.6
2055,Celtis australis,2.6,6,1.8,4,12.6
2056,Celtis australis,2.6,6,1.8,4,12.6
2057,Celtis australis,2.6,6,1.8,4,12.6
2058,Celtis australis,2.6,6,1.8,4,12.6
2059,Celtis australis,2.5,6,1.8,4,12.6
2060,Celtis australis,2.6,6,1.8,4,12.6
2061,Celtis australis,2.6,6,1.8,4,12.6
2062,Celtis australis,2.8,6,1.8,4,12.6
2063,Celtis australis,1.7,5,1.5,4,12.6
2064,Celtis australis,1.5,5,1.5,3,7.1
2065,Celtis australis,1.7,5,1.5,4,12.6
2066,Celtis australis,1.7,5,1.5,4,12.6
2067,Celtis australis,1.5,4.5,1.3,3,7.1
2068,Celtis australis,1.6,5,1.5,3.5,9.6
2069,Celtis australis,1.5,5,1.5,3,7.1
2070,Celtis australis,1.8,4.5,1.3,3,7.1
2071,Celtis australis,1.8,4.5,1.3,3,7.1
2072,Celtis australis,1.8,4.5,1.3,3,7.1
2073,Celtis australis,1.8,4.5,1.3,3,7.1
2074,Celtis australis,1.8,4.5,1.3,3,7.1
2075,Celtis australis,2,5,1.5,5,19.6
2076,Celtis australis,1.8,4.5,1.3,3,7.1
2077,Celtis australis,1.8,4.5,1.3,3,7.1
2078,Celtis australis,1.8,4.5,1.3,3,7.1
2079,Celtis australis,1.8,4.5,1.3,3,7.1
2080,Celtis australis,1.8,4.5,1.3,3,7.1
2081,Celtis australis,1.8,4.5,1.3,3,7.1
2082,Celtis australis,1.8,4.5,1.3,3,7.1
2083,Celtis australis,1.8,4.5,1.3,3,7.1
2084,Celtis australis,1.6,4.5,1.3,3,7.1
2085,Celtis australis,1.7,5,1.5,3,7.1
2086,Celtis australis,1.7,5,1.5,3,7.1
2087,Celtis australis,1.7,5,1.5,4,12.6
2088,Celtis australis,1.8,6,1.8,4,12.6
2089,Celtis australis,1.8,4,1.2,3,7.1
2090,Celtis australis,3.1,8,2.4,6,28.3
2091,Celtis australis,3.1,8,2.4,6,28.3
2092,Celtis australis,2.6,8,2.4,6,28.3
2093,Celtis australis,2.7,8,2.4,6,28.3
2094,Celtis australis,2.7,8,2.4,6,28.3
2095,Celtis australis,2.7,8,2.4,6,28.3
2096,Celtis australis,2.7,8,2.4,6,28.3
2097,Celtis australis,2.6,8,2.4,6,28.3
2098,Celtis australis,2.7,8,2.4,6,28.3
2099,Celtis australis,2.8,8,2.4,6,28.3
2100,Celtis australis,2.5,8,2.4,6,28.3
2101,Celtis australis,2.8,8,2.4,6,28.3
2102,Celtis australis,2.6,8,2.4,6,28.3
2103,Celtis australis,2.6,8,2.4,6,28.3
2104,Celtis australis,2.6,8,2.4,6,28.3
2105,Celtis australis,2.8,8,2.4,6,28.3
2106,Celtis australis,2.6,8,2.4,6,28.3
2107,Celtis australis,2.9,8,2.4,6,28.3
2108,Celtis australis,3.1,8,2.4,6,28.3
2109,Celtis australis,1.8,6,1.8,5,19.6
2110,Celtis australis,1.8,6,1.8,5,19.6
2111,Celtis australis,2.5,8,2.4,6,28.3
2112,Celtis australis,2.6,8,2.4,6,28.3
2113,Celtis australis,2.3,7,2.1,5,19.6
2114,Celtis australis,2.6,8,2.4,8,50.3
2115,Celtis australis,2.5,7,2.1,6,28.3
2116,Celtis australis,1.1,4,1.2,1.5,1.8
2117,Celtis australis,1.3,4,1.2,1.5,1.8
2118,Celtis australis,1.8,5,1.5,4,12.6
2119,Celtis australis,2,5,1.5,4,12.6
2120,Celtis australis,1.3,4,1.2,1.5,1.8
2121,Tilia cordata,6.5,5,1.5,4,12.6
2122,Tilia cordata,3.4,4,1.2,2.5,4.9
2123,Tilia cordata,5.1,4,1.2,4,12.6
2124,Tilia cordata,3,4,1.2,2.5,4.9
2125,Tilia cordata,6.5,6,1.8,4.5,15.9
2126,Tilia cordata,1.8,4.5,1.3,1,0.8
2127,Tilia cordata,1.8,4.5,1.3,1,0.8
2128,Tilia cordata,5.1,5,1.5,4,12.6
2129,Tilia cordata,6,6,1.8,4,12.6
2130,Tilia cordata,2.2,4,1.2,1,0.8
2131,Tilia cordata,1.8,4,1.2,1.5,1.8
2132,Tilia cordata,6,5,1.5,4,12.6
2133,Tilia cordata,1.5,3.5,1,2,3.1
2134,Tilia cordata,8,4,1.2,4.5,15.9
2135,Celtis australis,1.3,4,1.2,1.5,1.8
2136,Celtis australis,1.6,5,1.5,2.5,4.9
2137,Celtis australis,1.3,4,1.2,1.5,1.8
2138,Celtis australis,1.8,5,1.5,2.5,4.9
2139,Celtis australis,1.7,5,1.5,2.5,4.9
2140,Celtis australis,2.6,6,1.8,6,28.3
2141,Celtis australis,2.5,6,1.8,6,28.3
2142,Celtis australis,2.8,8,2.4,6,28.3
2143,Tilia cordata,3.8,4,1.2,3,7.1
2144,Tilia cordata,5.6,5,1.5,4,12.6
2145,Tilia cordata,5.1,5,1.5,4,12.6
2146,Tilia cordata,4.2,5,1.5,3,7.1
2147,Carpinus betulus,5.6,4.5,1.3,3,7.1
2148,Carpinus betulus,5.6,4.5,1.3,3,7.1
2149,Carpinus betulus,4.5,5,1.5,2.5,4.9
2150,Carpinus betulus,5,5,1.5,3,7.1
2151,Carpinus betulus,3.5,4.5,1.3,2.5,4.9
2152,Carpinus betulus,4,4.5,1.3,2.5,4.9
2153,Carpinus betulus,4.5,5,1.5,2,3.1
2154,Platanus x hispanica,5.2,5,1.5,3,7.1
2155,Platanus x hispanica,12.6,7,2.1,6,28.3
2156,Platanus x hispanica,11.7,7,2.1,6,28.3
2157,Platanus x hispanica,9.4,7,2.1,6,28.3
2158,Platanus x hispanica,10.1,7,2.1,6,28.3
2159,Platanus x hispanica,5.9,5,1.5,3,7.1
2160,Platanus x hispanica,7.9,8,2.4,6,28.3
2161,Platanus x hispanica,22.8,13,3.9,10,78.5
2162,Platanus x hispanica,22.8,12,3.6,10,78.5
2163,Platanus x hispanica,12.6,11,3.3,8,50.3
2164,Platanus x hispanica,2.5,6,1.8,1.5,1.8
2165,Platanus x hispanica,21.8,12,3.6,10,78.5
2166,Platanus x hispanica,11.7,11,3.3,9,63.6
2167,Platanus x hispanica,17.9,12,3.6,10,78.5
2168,Platanus x hispanica,12.6,11,3.3,9,63.6
2169,Platanus x hispanica,18.8,12,3.6,11,95
2170,Platanus x hispanica,7.2,8,2.4,5.5,23.8
2171,Celtis australis,1.3,4,1.2,1,0.8
2172,Celtis australis,2,6,1.8,4,12.6
2173,Celtis australis,2.1,6,1.8,4,12.6
2174,Platanus x hispanica,10.1,10,3,9,63.6
2175,Platanus x hispanica,17.9,12,3.6,10,78.5
2176,Platanus x hispanica,20.8,12,3.6,10,78.5
2177,Platanus x hispanica,9.4,8,2.4,7,38.5
2178,Platanus x hispanica,9.4,8,2.4,8,50.3
2179,Platanus x hispanica,12.6,11,3.3,8,50.3
2180,Platanus x hispanica,14.3,11,3.3,9,63.6
2181,Platanus x hispanica,14.3,11,3.3,9,63.6
2182,Platanus x hispanica,11.7,10,3,8,50.3
2183,Platanus x hispanica,14.3,12,3.6,11,95
2184,Platanus x hispanica,18.8,11,3.3,10,78.5
2185,Platanus x hispanica,9.4,7,2.1,7,38.5
2186,Tilia cordata,10.2,10,3,8,50.3
2187,Tilia cordata,7,10,3,8,50.3
2188,Tilia cordata,5.6,7,2.1,4,12.6
2189,Tilia cordata,5.6,7,2.1,4,12.6
2190,Tilia cordata,6,7,2.1,6,28.3
2191,Tilia cordata,4.7,6,1.8,4,12.6
2192,Tilia cordata,4.2,6,1.8,4,12.6
2193,Tilia cordata,4.2,6,1.8,6,28.3
2194,Tilia cordata,5.1,7,2.1,6,28.3
2195,Tilia cordata,4.7,7,2.1,7,38.5
2196,Tilia cordata,6.5,8,2.4,7,38.5
2197,Tilia cordata,1.5,4,1.2,1,0.8
2198,Tilia cordata,4.2,6,1.8,4,12.6
2199,Tilia cordata,1.5,5,1.5,1.5,1.8
2200,Tilia cordata,3,6,1.8,2.5,4.9
2201,Tilia cordata,1.8,2.5,0.8,1,0.8
2202,Tilia cordata,3.8,4.5,1.3,4,12.6
2203,Tilia cordata,3,4,1.2,2,3.1
2204,Tilia cordata,3,4,1.2,2,3.1
2205,Tilia cordata,7,6.5,1.9,4,12.6
2206,Tilia cordata,2.2,4,1.2,1.5,1.8
2207,Tilia cordata,5.6,5.5,1.7,5,19.6
2208,Tilia cordata,5.6,5.5,1.7,6,28.3
2209,Tilia cordata,1.8,4,1.2,1,0.8
2210,Tilia cordata,1.8,4,1.2,1,0.8
2211,Tilia cordata,6.5,6,1.8,6,28.3
2212,Tilia cordata,5.6,5.5,1.7,5,19.6
2213,Tilia cordata,1.8,4,1.2,1,0.8
2214,Tilia cordata,1.8,4,1.2,1.5,1.8
2215,Tilia cordata,1.8,4,1.2,1.5,1.8
2216,Tilia cordata,6,5,1.5,5,19.6
2217,Tilia cordata,6,5,1.5,5,19.6
2218,Tilia cordata,3.8,4,1.2,3,7.1
2219,Tilia cordata,6.5,4,1.2,4,12.6
2220,Tilia platyphyllos,4.2,6,1.8,6,28.3
2221,Tilia platyphyllos,3,4,1.2,4,12.6
2222,Tilia platyphyllos,3.4,6,1.8,5,19.6
2223,Tilia platyphyllos,5.6,7,2.1,6,28.3
2224,Tilia platyphyllos,3.8,6,1.8,6,28.3
2225,Tilia platyphyllos,3.8,5,1.5,3,7.1
2226,Tilia platyphyllos,5.1,7,2.1,6,28.3
2227,Tilia platyphyllos,3.8,6,1.8,4,12.6
2228,Tilia platyphyllos,3.8,6,1.8,4,12.6
2229,Tilia platyphyllos,3,3.5,1,3,7.1
2230,Tilia platyphyllos,3,3.5,1,3,7.1
2231,Tilia platyphyllos,3.4,5,1.5,5,19.6
2232,Tilia platyphyllos,3.8,3.5,1,2.5,4.9
2233,Tilia platyphyllos,3,4,1.2,4,12.6
2234,Tilia platyphyllos,5.1,5,1.5,5,19.6
2235,Tilia platyphyllos,5.1,5,1.5,5,19.6
2236,Tilia platyphyllos,5.1,5,1.5,5,19.6
2237,Tilia platyphyllos,6.5,7,2.1,7,38.5
2238,Tilia platyphyllos,6.5,7,2.1,7,38.5
2239,Tilia platyphyllos,5.6,7,2.1,6,28.3
2240,Fraxinus excelsior,8.800000000000001,6,1.8,7,38.5
2241,Fraxinus excelsior,7.6,6,1.8,6,28.3
2242,Fraxinus excelsior,5.2,5,1.5,5,19.6
2244,Fraxinus excelsior,11.7,8,2.4,8,50.3
2245,Fraxinus excelsior,6,6.5,1.9,6,28.3
2246,Fraxinus excelsior,11.5,7,2.1,7,38.5
2247,Fraxinus excelsior,13,8,2.4,7,38.5
2248,Fraxinus excelsior,13,8,2.4,7,38.5
2249,Fraxinus excelsior,9.800000000000001,8,2.4,6,28.3
2250,Fraxinus excelsior,13,8,2.4,7,38.5
2251,Fraxinus excelsior,9.6,7,2.1,6,28.3
2252,Fraxinus excelsior,8.800000000000001,6,1.8,5,19.6
2253,Fraxinus excelsior,9,7,2.1,7,38.5
2254,Fraxinus excelsior,7,6,1.8,5,19.6
2255,Fraxinus excelsior,8.4,7,2.1,6,28.3
2256,Fraxinus excelsior,10.1,6.5,1.9,6,28.3
2257,Fraxinus excelsior,8.800000000000001,6,1.8,5,19.6
2258,Fraxinus excelsior,4.1,4,1.2,1.5,1.8
2259,Fraxinus excelsior,4.1,4,1.2,1.5,1.8
2260,Platanus x hispanica,4.1,5,1.5,2.5,4.9
2261,Platanus x hispanica,4.1,5,1.5,2.5,4.9
